"Adresse","Type de contenu","Taille (octets)","Liens entrants IMG","Indexabilité","Statut d'indexabilité","Dimensions"
"https://cdn.shopify.com/s/files/1/0910/0368/3193/files/image_boostminceur.png?v=1750969259","image/png","859874","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-6.png?v=1768561545&width=150","image/png","25353","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-2.png?v=1768561545&width=150","image/png","21704","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-5.png?v=1768561545&width=1780","image/png","240116","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/882.jpg?v=1768561545&width=1780","image/jpeg","227596","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/boostminceur_concurrence.webp?v=1768561545&width=1780","image/jpeg","151764","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/image_boostminceur.webp?v=1768561545&width=1780","image/jpeg","132949","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-6.png?v=1768561545&width=1780","image/png","362391","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-3.png?v=1768561545&width=150","image/png","24660","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-ok-3.png?v=1768561545&width=1780","image/png","372852","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/preview_images/31f9a853d96b41669918d1f55761cc5b.thumbnail.0000000000_small.jpg?v=1751736315","image/jpeg","3370","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/preview_images/06ade31f1f0a41a5b244237e921863d6.thumbnail.0000000000.jpg?v=1764536163&width=3840","image/jpeg","202325","1","Indexable","",""
"https://fitclem.fr/cdn/shop/files/preview_images/17dbe63e14264cd0859aca2afda1a887.thumbnail.0000000000_small.jpg?v=1751978829","image/jpeg","2927","1","Indexable","",""
"https://fitclem.fr/cdn/shop/files/preview_images/06ade31f1f0a41a5b244237e921863d6.thumbnail.0000000000.jpg?v=1764536163&width=750","image/jpeg","137995","1","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-148.png?v=1764089279&width=150","image/png","24035","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/CARROUSEL_720x720px_4.png?v=1764089279&width=150","image/png","21077","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/1025.jpg?v=1764089279&width=150","image/jpeg","2978","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-146.png?v=1764089279&width=1780","image/png","344932","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/Shoot11_014.png?v=1751447926&width=150","image/png","22327","3","Indexable","",""
"https://fitclem.fr/cdn/shop/files/Shoot11_014.png?v=1751447926&width=1780","image/png","2114598","4","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-148.png?v=1764089279&width=1780","image/png","146666","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/1025.jpg?v=1764089279&width=1780","image/jpeg","38749","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/13.png?v=1764089279&width=1780","image/png","620470","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/13.png?v=1764089279&width=150","image/png","37797","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-150.png?v=1764089279&width=1780","image/png","328601","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/Draineur_plus_6.webp?v=1764089279&width=150","image/jpeg","5964","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-150.png?v=1764089279&width=150","image/png","21016","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-147.png?v=1764089279&width=150","image/png","27912","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-147.png?v=1764089279&width=1780","image/png","384700","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/nouvelle-fiches-produits-fitclem-BARRE-149.png?v=1764089279&width=150","image/png","14567","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/CARROUSEL_720x720px_4.png?v=1764089279&width=1780","image/png","200393","2","Indexable","",""
"https://fitclem.fr/cdn/shop/files/Draineur_plus_6.webp?v=1764089279&width=1780","image/jpeg","185050","2","Indexable","",""
"https://cdn.shopify.com/s/files/1/0910/0368/3193/files/Draineur_plus_6.png?v=1751923918","image/png","1451499","1","Indexable","",""
