"Adresse","Occurrences","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Indexabilité","Statut d'indexabilité"
"https://www.rougier-ple.fr/embellissement-ruban-noeud.r.html","1","EMBELLISSEMENT sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","726","Indexable",""
"https://www.rougier-ple.fr/book-nook.r.html","1","BOOK NOOK sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","112","684","Indexable",""
"https://www.rougier-ple.fr/chassis-toile.r.html","1","CHÂSSIS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","110","664","Indexable",""
"https://www.rougier-ple.fr/perles-repasser-support.r.html","1","PERLE À REPASSER sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","119","732","Indexable",""
"https://www.rougier-ple.fr/ciseaux-cutter.r.html","1","CISEAUX sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","110","663","Indexable",""
"https://www.rougier-ple.fr/peinture-pochoirs-tampons.r.html","1","PEINTURE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","111","671","Indexable",""
"https://www.rougier-ple.fr/pate-polymere-fimo-1593.r.html","1","PÂTE POLYMÈRE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","116","716","Indexable",""
"https://www.rougier-ple.fr/maquillage.r.html","1","MAQUILLAGE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","113","692","Indexable",""
"https://www.rougier-ple.fr/argile.r.html","1","ARGILE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","653","Indexable",""
"https://www.rougier-ple.fr/moulage-enfant.r.html","1","PLÂTRE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","657","Indexable",""
"https://www.rougier-ple.fr/loisirs-creatifs/decoden.r.html","1","DECODEN sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","110","669","Indexable",""
"https://www.rougier-ple.fr/calculatrice.r.html","1","CALCULATRICE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","115","706","Indexable",""
"https://www.rougier-ple.fr/canson.r.html","1","CANSON sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","662","Indexable",""
"https://www.rougier-ple.fr/outil-modelage-sculpture-professionnel.r.html","1","OUTIL MODELAGE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","722","Indexable",""
"https://www.rougier-ple.fr/pyrograveur-pointe.r.html","1","PYROGRAVEUR sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","114","704","Indexable",""
"https://www.rougier-ple.fr/devis-bon-commande.r.html","1","Devis pour professionnels, école (collège, lycée), administration, collectivités, entreprise ou autre. Paiement possible par paiement administratif à 30 jours ou 45 jours fin de mois.","183","1112","Indexable",""
"https://www.rougier-ple.fr/promotions2.r.html?f=att_628:9862","1","PROMOTIONS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","113","696","Non indexable","Canonisé"
"https://www.rougier-ple.fr/boite-pastels.r.html","1","BOITE PASTELS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","116","707","Indexable",""
"https://www.rougier-ple.fr/accessoire-beaux-arts.r.html","1","ACCESSOIRE BEAUX-ARTS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","124","775","Indexable",""
"https://www.rougier-ple.fr/encre-1735.r.html","1","ENCRE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","108","650","Indexable",""
"https://www.rougier-ple.fr/coloriage-adulte.r.html","1","COLORIAGE ADULTE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","119","737","Indexable",""
"https://www.rougier-ple.fr/peinture-deco.r.html","1","Home Déco : 
				Fournitures et matériel du rayon 
				Home Déco 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","132","722","Indexable",""
"https://www.rougier-ple.fr/fournitures-de-bureau.r.html","1","Fournitures de bureau : 
				Fournitures et matériel du rayon 
				Fournitures de bureau 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","156","848","Indexable",""
"https://www.rougier-ple.fr/newsletter.r.html","1","Inscrivez-vous et bénéficiez des dernières actualités, nouveautés et promotions avant tout le monde.","100","627","Indexable",""
"https://www.rougier-ple.fr/cutter-ciseaux-lame.r.html","1","CUTTER sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","658","Indexable",""
"https://www.rougier-ple.fr/chambre-enfant-deco.r.html","1","CHAMBRE ENFANT sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","729","Indexable",""
"https://www.rougier-ple.fr/enfant-masque-deguisement.r.html","1","MASQUE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","663","Indexable",""
"https://www.rougier-ple.fr/feuilles-dorer.r.html","1","FEUILLES À DORER sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","119","727","Indexable",""
"https://www.rougier-ple.fr/mentions-legales.r.html","1","","0","0","Indexable",""
"https://www.rougier-ple.fr/promotions2.r.html","1","PROMOTIONS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","113","696","Indexable",""
"https://www.rougier-ple.fr/crayon-de-couleur-1590.r.html","1","CRAYON DE COULEUR sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","120","747","Indexable",""
"https://www.rougier-ple.fr/la-livraison.r.html","1","","0","0","Indexable",""
"https://www.rougier-ple.fr/maquettisme.r.html","1","Maquette : 
				Fournitures et matériel du rayon 
				Maquette 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","130","694","Indexable",""
"https://www.rougier-ple.fr/papeterie-scolaire-familiale.r.html","1","Fournitures scolaires : 
				Fournitures et matériel du rayon 
				Fournitures scolaires 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","156","837","Indexable",""
"https://www.rougier-ple.fr/carte-enveloppe-papier.r.html","1","CARTE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","108","650","Indexable",""
"https://www.rougier-ple.fr/papeterie/lives.r.html","1","LIVRES CRÉATIFS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","118","719","Indexable",""
"https://www.rougier-ple.fr/papier-decoratif-papier-decopatch.r.html","1","PAPIER DÉCORATIF sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","119","731","Indexable",""
"https://www.rougier-ple.fr/librairie-beaux-arts-loisirs-creatifs.r.html","1","Librairie : 
				Fournitures et matériel du rayon 
				Librairie 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","132","677","Indexable",""
"https://www.rougier-ple.fr/enfant-maquette-construction.r.html","1","MAQUETTE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","111","679","Indexable",""
"https://www.rougier-ple.fr/carcasse-abat-jour-polyphane.r.html","1","CARCASSE D'ABAT-JOUR sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","123","766","Indexable",""
"https://www.rougier-ple.fr/normographe.r.html","1","NORMOGRAPHE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","114","711","Indexable",""
"https://www.rougier-ple.fr/carton-plume-carton-mousse-carton-gris-carton-bois.r.html","1","CARTON PLUME sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","115","711","Indexable",""
"https://www.rougier-ple.fr/adhesif.r.html","1","ADHÉSIF sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","110","662","Indexable",""
"https://www.rougier-ple.fr/protection-donnees-personnelles-privee.r.html","1","Protection de vos données personnelles, utilisations? Nous vous informons sur l'ensemble des outils que nous utilisons pour que vous puissiez gérer la manière dont nous les traitons.","182","1141","Indexable",""
"https://www.rougier-ple.fr/fetes-maquillage.r.html","1","FÊTE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","107","638","Indexable",""
"https://www.rougier-ple.fr/modelage-pate-modeler.r.html","1","MODELAGE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","111","680","Indexable",""
"https://www.rougier-ple.fr/enfant-objet-decorer.r.html","1","OBJET À DÉCORER sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","118","726","Indexable",""
"https://www.rougier-ple.fr/enfant-customisation.r.html","1","CUSTOMISATION sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","116","717","Indexable",""
"https://www.rougier-ple.fr/papier-kraft-2998.r.html","1","PAPIER KRAFT sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","115","700","Indexable",""
"https://www.rougier-ple.fr/resine.r.html","1","RÉSINE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","653","Indexable",""
"https://www.rougier-ple.fr/dessin-artistique.r.html","1","Dessin : 
				Fournitures et matériel du rayon 
				Dessin 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","126","660","Non indexable","Canonisé"
"https://www.rougier-ple.fr/encadrement.r.html","1","Encadrement : 
				Fournitures et matériel du rayon 
				Encadrement 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","136","740","Non indexable","Canonisé"
"https://www.rougier-ple.fr/origami-kirigami-quilling-pliage-papier.r.html","1","Art du papier : 
				Fournitures et matériel du rayon 
				Art du papier 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","140","736","Non indexable","Canonisé"
"https://www.rougier-ple.fr/bd-manga-illustration.r.html","1","BD,Manga,Illustration : 
				Fournitures et matériel du rayon 
				BD,Manga,Illustration 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","156","841","Indexable",""
"https://www.rougier-ple.fr/tissu-feutrine-chenille.r.html","1","TISSU sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","108","644","Indexable",""
"https://www.rougier-ple.fr/origami-1599.r.html","1","PAPIER ORIGAMI sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","715","Indexable",""
"https://www.rougier-ple.fr/puzzle.r.html","1","PUZZLE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","109","656","Indexable",""
"https://www.rougier-ple.fr/moulage.r.html","1","Moulage : 
				Fournitures et matériel du rayon 
				Moulage 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","128","684","Indexable",""
"https://www.rougier-ple.fr/pate-modeler-art-professionnelle.r.html","1","PÂTE À MODELER PRO sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","121","751","Indexable",""
"https://www.rougier-ple.fr/mini-toile-avec-chevalet-de-presentation-6-8-cm-rougier-ple.r.html","1","Mini-toile en coton avec chevalet de présentation – Parfait pour les œuvres d'art miniatures et les marques-places personnalisées<br/><br/&g","140","810","Indexable",""
"https://www.rougier-ple.fr/toile-polyester-grain-fin.r.html","1","Toile 100 % polyester à tissage fin, avec préparation universelle, finition blanche.<br/>Prête à peindre, elle peut être utilisée pour la peinture à","148","851","Indexable",""
"https://www.rougier-ple.fr/toile-enduite-en-coton-au-metre-hauteur-2-10-m.r.html","1","Toile en coton, avec préparation universelle, finition blanche.<br/>Prête à peindre, elle peut être utilisée pour la peinture à l’huile, et la peint","148","834","Indexable",""
"https://www.rougier-ple.fr/toile-coton-rouleau-de-1-8-5-m.r.html","1","Cette toile en rouleau, 100 % coton, est enduite d'une couche d'apprêt.<br/><br/>Elle convient aussi bien pour la peinture à l'","127","708","Indexable",""
"https://www.rougier-ple.fr/toile-polycoton-rouleau-1-8-5-m.r.html","1","Cette toile en rouleau en polycoton est idéale pour la peinture à l'huile, ainsi que la peinture acrylique. <br/>Pré-enduite, elle est prête à","142","804","Indexable",""
"https://www.rougier-ple.fr/toile-enduite-en-lin-au-metre-hauteur-2-10-m.r.html","1","Toile en lin, avec préparation universelle, finition blanche.<br/>Prête à peindre, elle peut être utilisée pour la peinture à l’huile, et la peintur","148","826","Indexable",""
"https://www.rougier-ple.fr/rouleau-de-toile-fine-en-coton-synthetique-10-1-5-m.r.html","1","Cette toile 100% coton, de qualité archive, est fabriqué en Italie. Apprêté avec un gesso au dioxyde de titane hautement pigmenté, la toile est prête à pe","154","942","Indexable",""
"https://www.rougier-ple.fr/rouleau-de-toile-fine-en-coton-synthetique-10-1-m.r.html","1","Cette toile 100% coton, de qualité archive, est fabriqué en Italie. Apprêté avec un gesso au dioxyde de titane hautement pigmenté, la toile est prête à pe","154","942","Indexable",""
"https://www.rougier-ple.fr/cles-de-tension-pour-chassis-10-pcs.r.html","1","Lot de 10 clés pour châssis à monter soi-même de Rougier&Plé.<br/><br/>Ces clés permettent d'assurer une tension optimale de la toile","133","790","Indexable",""
"https://www.rougier-ple.fr/entretoise-pour-chassis.r.html","1","L'entretoise (ou traverse) d'un châssis est un élément que l'on ajoute pour renforcer sa structure et de ne pas se déformer sous la tension","139","855","Indexable",""
"https://www.rougier-ple.fr/baguette-pour-chassis.r.html","1","La baguette pour châssis est l'élément essentiel lorsque l'on souhaite fabriquer son propre châssis.<br/><br/>Les extrémités des bag","132","769","Indexable",""
"https://www.rougier-ple.fr/marteau-pane-plate-16-mm.r.html","1","Marteau de menuisier pour l’encadrement.<br/>Pane plate 16 mm.<br/>Manche en bois.","82","493","Indexable",""
"https://www.rougier-ple.fr/pave-aquarellable-4.45-5-cm.r.html","1","Inspiré de la traditionnelle craie de tailleur, le pavé aquarellable ArtGraf est prêt à l’usage en application directe ou à l’aide d’un pinceau humide. Id","154","911","Indexable",""
"https://www.rougier-ple.fr/ardoise-blanche-1-face-quadrillee-seyes-18-5-26-cm.r.html","1","Ardoise effaçable à sec disposant d’une face blanche, et d’une face à grands carreaux séyès.<br/>Le cadre possède un anneau de suspension, et une at","148","917","Indexable",""
"https://www.rougier-ple.fr/ardoise-blanche-pour-marqueurs-18.5-26-cm.r.html","1","Cette ardoise blanche mesure 18,5 x 26 cm. Facile à tenir, elle s'utilise pour écrire ou pour dessiner avec des marqueurs adaptés et effaçables de ch","149","924","Indexable",""
"https://www.rougier-ple.fr/craie-auto-effacable-pour-tissus-sombres.r.html","1","Ce crayon de marquage pour tissus est auto-effaçable. En effet, il s’efface à l’air. Il conviendra parfaitement un tissus sombres.","130","791","Indexable",""
"https://www.rougier-ple.fr/tableau-double-face-ardoise/magnetique.r.html","1","Coffret éducatif en bois avec tableau 2 en 1 – Jeu d’apprentissage dès 3 ans<br/><br/>Offrez aux plus jeunes un outil ludique et pédagogique a","142","832","Indexable",""
"https://www.rougier-ple.fr/bte-10-craies-anti-poussiere-blanches.r.html","1","Boite de 10 craies blanches anti-poussière en carbonate de calcium.<br/><br/>Tendres et agréables à manipuler, elles offrent une écriture soup","142","833","Indexable",""
"https://www.rougier-ple.fr/ardoise-naturelle-18-26-cm-cadre-bois.r.html","1","Cette ardoise d'écolier va vous rappeler les bancs de l’école.<br/>Double face : une face quadrillée et l’autre unie.<br/>Entourée d'","133","749","Indexable",""
"https://www.rougier-ple.fr/craie-auto-effacable-pour-tissus-clairs.r.html","1","Ce crayon de marquage pour tissus est auto-effaçable. En effet, il s’efface à l’air. Il conviendra parfaitement un tissus clairs.","129","770","Indexable",""
"https://www.rougier-ple.fr/ardoise-velleda-19x26cm-avec-feutre-et-eponge.r.html","1","Ardoise effaçable double face : 1 face blanche et 1 face quadrillée<br/>Vendu avec un feutre Velleda Whitheboard pour tableau blanc, plus une efface","148","904","Indexable",""
"https://www.rougier-ple.fr/bte-10-craies-anti-poussiere-assort.r.html","1","Des craies anti-poussières en carbonate de calcium.<br/><br/>Longue durée, tendres et faciles à effacer, elles offrent une écriture souple. No","142","819","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-vibert-250ml.r.html","1","Le médium à peindre  J.-G. VIBERT est composé de résine cétonique et acrylique ainsi que d’huile d’oeillette, il est pratiquement incolore, jaunit très pe","154","936","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-vibert-75ml.r.html","1","Le médium à peindre  J.-G. VIBERT est composé de résine cétonique et acrylique ainsi que d’huile d’oeillette, il est pratiquement incolore, jaunit très pe","154","936","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-mat-250-ml.r.html","1","Le vernis permet l'achèvement de l'œuvre et la protège contre le vieillissement, la poussière grasse, les fumées, les éraflures et les agents at","144","877","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-250ml.r.html","1","L’huile de lin clarifiée est une huile de lin extraite de la graine de lin puis clarifiée naturellement par les rayons du soleil. C’est la plus siccative","153","881","Indexable",""
"https://www.rougier-ple.fr/liquide-nettoyer-les-brosses-75-ml.r.html","1","Le liquide à nettoyer permet de bien prendre soin de son matériel. Il ne contient pas de toluène.<br/><br/>Il convient pour nettoyer les bross","142","810","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-250ml.r.html","1","L’essence de térébenthine est obtenue par la distillation de gemmes de pin. Elle est ensuite rectifiée pour devenir incolore et très fluide. Elle est surt","154","923","Indexable",""
"https://www.rougier-ple.fr/medium-huile-uf-75ml.r.html","1","Le médium à l’oeuf Xavier de LANGLAIS est une émulsion à base d’oeuf. Il augmente l’onctuosité de la pâte et en accélère sa prise. L’aspect mat sera obten","154","973","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-250-ml.r.html","1","L’essence sans odeur est à base de pétrole qui a été modifié, afin d’être moins nocif. Tout comme l’essence de pétrole, il est possible de diluer les coul","154","944","Indexable",""
"https://www.rougier-ple.fr/huile-cuite-standolie-brillant-lb-250-ml.r.html","1","Huile cuite Standolie brillante.<br/>Additif à mélanger à la peinture à l'huile, ou servant de liant pour la fabrication des couleurs à l'","138","781","Indexable",""
"https://www.rougier-ple.fr/siccatif-pour-huile-flamand-sans-plomb-250ml.r.html","1","Le siccatif flamand  est un médium à peindre. La gomme copal de Madagascar, très dure, assure à la pâte une protection totale et durable. Il en facilite l","154","945","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-mat-lb-75-ml.r.html","1","Le médium à peindre mat permet de changer la valeur des couleurs à l’huile pour un fini pictural de type impressionniste.<br/><br/>Sa finition","142","821","Indexable",""
"https://www.rougier-ple.fr/additif-vernis-retoucher-viber-75ml.r.html","1","A la résine acrylique et cétonique. Permet de superposer des couleurs fraîches sur d’anciennes couches. Elimine les zones mates des tableaux en fin de réa","154","972","Indexable",""
"https://www.rougier-ple.fr/medium-alkyde-satine-lb-250-ml.r.html","1","Le médium alkyde fluidifie l'huile, lui apporte un aspect laqué uniforme, et augmente la luminosité. Il augmente également la prise à cœur de l'","144","886","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-1-l.r.html","1","Pour les peintres cherchant à travailler la peinture à l’huile sans subir les contraintes d’odeurs des essences, il existe une essence à base de pétrole s","154","930","Indexable",""
"https://www.rougier-ple.fr/huile-cuite-standolie-75-ml.r.html","1","L’huile cuite standolie apporte de l’onctuosité à la pâte, non jaunissante, elle s’associe parfaitement aux couleurs claires<br/><br/>L'h","137","768","Indexable",""
"https://www.rougier-ple.fr/essence-aspic-75ml.r.html","1","L’essence d’aspic est obtenue par distillation de lavande. Son utilisation confère aux couleurs une pâte onctueuse grâce à sa lente volatilité. Elle a une","154","935","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-1l.r.html","1","L’essence de térébenthine est obtenue par la distillation de gemmes de pin. Elle est ensuite rectifiée pour devenir incolore et très fluide. Elle est surt","154","923","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-75ml.r.html","1","Le Médium à peindre incolore constitue un excellent véhicule des couleurs à l’huile et confère aux pâtes, une grande rapidité de prise. Il leur donne écla","154","942","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-1-l.r.html","1","L’huile de lin clarifiée s’emploie pour la fabrication ou la dilution de la peinture à l’huile. Naturellement éclaircit au par les rayons du soleil, elle","153","883","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-1-l.r.html","1","Le médium à peindre incolore s’utilise en addition à la peinture à l’huile. Il augmente la brillance et la transparence des couleurs. A base de résine cét","154","930","Indexable",""
"https://www.rougier-ple.fr/huile-oeillette-250-ml.r.html","1","L’huile d’oeillette extraite de la graine de pavot a l’avantage de ne pas jaunir dans le temps. De ce fait elle peut être utilisée avec les tons clairs. D","154","903","Indexable",""
"https://www.rougier-ple.fr/beaux-arts/peinture.r.html","1","PEINTURE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","111","671","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-mat-75-ml.r.html","1","Le vernis permet l'achèvement de l'œuvre et la protège contre le vieillissement, la poussière grasse, les fumées, les éraflures et les agents at","144","877","Indexable",""
"https://www.rougier-ple.fr/bien-etre.r.html","1","BIEN-ÊTRE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","112","674","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-alkiyde-lb-qualite-beaux-arts-satine.r.html","1","Le médium alkyde fluidifie l'huile, lui apporte un aspect laqué uniforme, et augmente la luminosité. Il augmente également la prise à cœur de l'","144","886","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-1l.r.html","1","L’essence de pétrole est d’origine purement minérale. Sa principale qualité est de d’évaporer complètement sans laisser de traces. Comme l’essence de téré","154","978","Indexable",""
"https://www.rougier-ple.fr/huile-de-carthame-75-ml.r.html","1","L’huile de carthame améliore la fluidité de l’huile. Elle est idéale pour la réalisation d’aplats clairs et ne jaunit pas.<br/><br/>L'hui","137","737","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-250ml.r.html","1","Le Médium à peindre incolore constitue un excellent véhicule des couleurs à l’huile et confère aux pâtes, une grande rapidité de prise. Il leur donne écla","154","942","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-75ml.r.html","1","L’essence de térébenthine est obtenue par la distillation de gemmes de pin. Elle est ensuite rectifiée pour devenir incolore et très fluide. Elle est surt","154","923","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-satine-250-ml.r.html","1","Le vernis permet l'achèvement de l'œuvre et la protège contre le vieillissement, la poussière grasse, les fumées, les éraflures et les agents at","144","877","Indexable",""
"https://www.rougier-ple.fr/huie-oeillette-75-ml.r.html","1","L'huile d'œillette est extraite des graines de pavot. Plus claire, et avec un séchage plus long que les huiles de lin.<br/><br/>L’hu","132","728","Indexable",""
"https://www.rougier-ple.fr/carnet-de-voyages.r.html","1","CARNET DE VOYAGES sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","120","746","Indexable",""
"https://www.rougier-ple.fr/siccatif-pour-huile-flamand-sans-plomb-75ml.r.html","1","Le siccatif flamand  est un médium à peindre. La gomme copal de Madagascar, très dure, assure à la pâte une protection totale et durable. Il en facilite l","154","945","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-250ml.r.html","1","L’essence de pétrole est d’origine purement minérale. Sa principale qualité est de d’évaporer complètement sans laisser de traces. Comme l’essence de téré","154","978","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-75ml.r.html","1","L’essence de pétrole est d’origine purement minérale. Sa principale qualité est de d’évaporer complètement sans laisser de traces. Comme l’essence de téré","154","978","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-75-ml.r.html","1","Cette essence de pétrole est sans odeur. Elle a été modifiée de façon à ne pas dégager de vapeurs toxiques à respirer. En séchant elle ne laisse pas de tr","154","956","Indexable",""
"https://www.rougier-ple.fr/siccatif-de-courtrai-blanc-250-ml.r.html","1","Le siccatif permet d’accélérer le séchage du film de peinture, notamment employé pour les couleurs dites peu siccatives, c’est-à-dire restant collante apr","154","952","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-75ml.r.html","1","L’huile de lin est extraite de la graine de lin puis clarifiée naturellement par les rayons du soleil. C’est la plus siccative et la plus résistante mais","153","890","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-duochrome.r.html","1","Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le cuir et le simili cuir. Cette peinture haute qualité","153","946","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-coffret-initiation.r.html","1","La performance de Setacolor... sur cuir !<br/>Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le c","148","909","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-metal.r.html","1","Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le cuir et le simili cuir. Cette peinture haute qualité","153","946","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-phosphorescent.r.html","1","Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le cuir et le simili cuir. Cette peinture haute qualité","153","946","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-coffret-selection.r.html","1","La performance de Setacolor... sur cuir !<br/>Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le c","148","909","Indexable",""
"https://www.rougier-ple.fr/teinture-soie-tie-dye-3-85-ml-kit-bleu.r.html","1","Ajoutez une touche de couleur à vos vêtements, accessoires et décorations d’intérieur avec la teinture par nouage ! La teinture par nouage, plus connue so","154","960","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-opaque-pebeo-250ml.r.html","1","La peinture textile Sétacolor opaque se décline en 40 couleurs dont 15 moirées. Les couleurs sont opaques et couvrantes, miscibles entre elles. Vives et l","154","957","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-paillette.r.html","1","Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le cuir et le simili cuir. Cette peinture haute qualité","153","946","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-trsp-pebeo-45ml.r.html","1","La peinture textile Setacolor de la marque PEBEO est une peinture textile transparente. La contenance est de 45 ml.   La gamme de peinture pour tissus Set","154","960","Indexable",""
"https://www.rougier-ple.fr/peinture-pour-le-cuir-25-ml.r.html","1","Peinture pour le cuir également appropriée pour l’application sur toutes les sortes de cuir non-traitées comme par exemple sur les chaussures, les vestes,","154","958","Indexable",""
"https://www.rougier-ple.fr/aerosol-peinture-acrylique-textildesign-150-ml.r.html","1","La peinture TextilDesign a été spécialement conçu pour les travaux créatifs sur textile.<br/><br/>Cette peinture acrylique en aérosol permet d","142","818","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-mat-satine.r.html","1","Setacolor Cuir est une gamme de peinture acrylique spécialement conçue pour customiser et réparer le cuir et le simili cuir. Cette peinture haute qualité","153","946","Indexable",""
