"Adresse","Occurrences","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Indexabilité","Statut d'indexabilité"
"https://www.rougier-ple.fr/toile-enduite-en-coton-au-metre-hauteur-2-10-m.r.html","1","Toile enduite en Coton au mètre Hauteur 2,10 m - Talens Talens chez Rougier & Plé","81","732","Indexable",""
"https://www.rougier-ple.fr/toile-coton-rouleau-de-1-8-5-m.r.html","1","Rouleau de toile en Coton 1,8 x 5 m - Rougier&Plé Rougier&Plé chez Rougier & Plé","80","719","Indexable",""
"https://www.rougier-ple.fr/toile-polycoton-rouleau-1-8-5-m.r.html","1","Rouleau de toile en Polycoton 1,8 x 5 m - Rougier&Plé Rougier&Plé chez Rougier & Plé","84","755","Indexable",""
"https://www.rougier-ple.fr/toile-enduite-en-lin-au-metre-hauteur-2-10-m.r.html","1","Toile enduite en Lin au mètre Hauteur 2,10 m - Talens Talens chez Rougier & Plé","79","705","Indexable",""
"https://www.rougier-ple.fr/rouleau-de-toile-fine-en-coton-synthetique-10-1-5-m.r.html","1","Toile fine en coton synthétique au mètre Hauteur 1,5 m - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","111","1000","Indexable",""
"https://www.rougier-ple.fr/rouleau-de-toile-fine-en-coton-synthetique-10-1-m.r.html","1","Toile fine en coton synthétique au mètre Hauteur 1 m - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","109","984","Indexable",""
"https://www.rougier-ple.fr/cles-de-tension-pour-chassis-10-pcs.r.html","1","Clés de tension pour châssis 10 pcs - Rougier&Plé Rougier&Plé chez Rougier & Plé","80","726","Indexable",""
"https://www.rougier-ple.fr/entretoise-pour-chassis.r.html","1","Entretoise pour châssis sur mesure - Rougier&Plé Rougier&Plé chez Rougier & Plé","79","721","Indexable",""
"https://www.rougier-ple.fr/baguette-pour-chassis.r.html","1","Baguette pour châssis sur mesure - Rougier&Plé Rougier&Plé chez Rougier & Plé","77","710","Indexable",""
"https://www.rougier-ple.fr/marteau-pane-plate-16-mm.r.html","1","Marteau pane plate 16 mm - CiviC CiviC chez Rougier & Plé","57","519","Indexable",""
"https://www.rougier-ple.fr/pave-aquarellable-4.45-5-cm.r.html","1","Pavé aquarellable 4.45 x 5 cm - Art Graf Art Graf chez Rougier & Plé","68","592","Indexable",""
"https://www.rougier-ple.fr/ardoise-blanche-1-face-quadrillee-seyes-18-5-26-cm.r.html","1","Ardoise blanche 1 face quadrillée séyès 18,5 x 26 cm - Wonday Wonday chez Rougier & Plé","87","801","Indexable",""
"https://www.rougier-ple.fr/ardoise-blanche-pour-marqueurs-18.5-26-cm.r.html","1","Ardoise blanche pour marqueurs 18.5 x 26 cm - Wonday Wonday chez Rougier & Plé","78","742","Indexable",""
"https://www.rougier-ple.fr/craie-auto-effacable-pour-tissus-sombres.r.html","1","Craie auto effaçable pour tissus sombres - Rayher Rayher chez Rougier & Plé","75","678","Indexable",""
"https://www.rougier-ple.fr/tableau-double-face-ardoise/magnetique.r.html","1","Tableau double face Ardoise/Magnétique - JADE JADE chez Rougier & Plé","69","654","Indexable",""
"https://www.rougier-ple.fr/bte-10-craies-anti-poussiere-blanches.r.html","1","Craies anti-poussière boîte de 10 blanches - Wonday Wonday chez Rougier & Plé","77","709","Indexable",""
"https://www.rougier-ple.fr/ardoise-naturelle-18-26-cm-cadre-bois.r.html","1","Ardoise naturelle 18 x 26 cm cadre bois - Wonday Wonday chez Rougier & Plé","74","683","Indexable",""
"https://www.rougier-ple.fr/craie-auto-effacable-pour-tissus-clairs.r.html","1","Craie auto effaçable pour tissus clairs - Rayher Rayher chez Rougier & Plé","74","647","Indexable",""
"https://www.rougier-ple.fr/ardoise-velleda-19x26cm-avec-feutre-et-eponge.r.html","1","Ardoise Velleda 19x26cm avec feutre et éponge - Bic Bic chez Rougier & Plé","74","666","Indexable",""
"https://www.rougier-ple.fr/bte-10-craies-anti-poussiere-assort.r.html","1","Craies anti-poussière boîte de 10 couleurs assorties - Wonday Wonday chez Rougier & Plé","87","792","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-vibert-250ml.r.html","1","Médium à peindre Vibert 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","86","792","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-vibert-75ml.r.html","1","Médium à peindre Vibert 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","85","781","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-mat-250-ml.r.html","1","Vernis anti-UV mat 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","82","746","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-250ml.r.html","1","Huile de lin clarifiée 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","85","748","Indexable",""
"https://www.rougier-ple.fr/liquide-nettoyer-les-brosses-75-ml.r.html","1","Liquide à nettoyer les brosses 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","93","833","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-250ml.r.html","1","Essence de térébenthine 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","86","792","Indexable",""
"https://www.rougier-ple.fr/medium-huile-uf-75ml.r.html","1","Médium huile à l'oeuf 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","83","753","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-250-ml.r.html","1","Essence sans odeur 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","82","758","Indexable",""
"https://www.rougier-ple.fr/huile-cuite-standolie-brillant-lb-250-ml.r.html","1","Huile cuite standolie brillant LB 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","97","854","Indexable",""
"https://www.rougier-ple.fr/siccatif-pour-huile-flamand-sans-plomb-250ml.r.html","1","Siccatif pour huile Flamand 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","90","817","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-mat-lb-75-ml.r.html","1","Médium à peindre mat LB 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","86","796","Indexable",""
"https://www.rougier-ple.fr/additif-vernis-retoucher-viber-75ml.r.html","1","Vernis à retoucher Vibert 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","87","784","Indexable",""
"https://www.rougier-ple.fr/medium-alkyde-satine-lb-250-ml.r.html","1","Médium Alkyde satiné LB 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","87","804","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-1-l.r.html","1","Essence sans odeur 1 L - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","79","724","Indexable",""
"https://www.rougier-ple.fr/huile-cuite-standolie-75-ml.r.html","1","Huile cuite Standolie 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","84","751","Indexable",""
"https://www.rougier-ple.fr/essence-aspic-75ml.r.html","1","Essence d'aspic 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","77","706","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-1l.r.html","1","Essence de térébenthine 1L - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","83","758","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-75ml.r.html","1","Médium à peindre incolore 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","87","800","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-1-l.r.html","1","Huile de lin clarifiée 1 L - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","83","719","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-1-l.r.html","1","Médium à peindre incolore 1 L - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","86","782","Indexable",""
"https://www.rougier-ple.fr/huile-oeillette-250-ml.r.html","1","Huile d'oeillette 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","81","716","Indexable",""
"https://www.rougier-ple.fr/beaux-arts/peinture.r.html","1","Peinture pour les Beaux-Arts : Peinture acrylique, Peinture aquarelle, Peinture à l'huile et Gouache ","101","854","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-mat-75-ml.r.html","1","Vernis anti-UV mat 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","81","734","Indexable",""
"https://www.rougier-ple.fr/bien-etre.r.html","1","Produits de beauté et de bien-être à confectionner soi-même","59","534","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-alkiyde-lb-qualite-beaux-arts-satine.r.html","1","Médium à peindre Alkiyde LB Qualité Beaux-arts satiné 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","116","1050","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-1l.r.html","1","Essence de pétrole 1l - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","78","703","Indexable",""
"https://www.rougier-ple.fr/huile-de-carthame-75-ml.r.html","1","Huile de carthame brillant 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","89","796","Indexable",""
"https://www.rougier-ple.fr/medium-peindre-incolore-250ml.r.html","1","Médium à peindre incolore 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","88","811","Indexable",""
"https://www.rougier-ple.fr/essence-de-terebenthine-75ml.r.html","1","Essence de térébenthine 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","85","781","Indexable",""
"https://www.rougier-ple.fr/vernis-anti-uv-satine-250-ml.r.html","1","Vernis anti-UV satiné 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","85","765","Indexable",""
"https://www.rougier-ple.fr/huie-oeillette-75-ml.r.html","1","Huie d'oeillette 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","79","700","Indexable",""
"https://www.rougier-ple.fr/carnet-de-voyages.r.html","1","Carnet de voyages, trip book chez rougier & plé","47","414","Indexable",""
"https://www.rougier-ple.fr/siccatif-pour-huile-flamand-sans-plomb-75ml.r.html","1","Siccatif pour huile Flamand 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","89","806","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-250ml.r.html","1","Essence de pétrole 250ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","81","743","Indexable",""
"https://www.rougier-ple.fr/essence-de-petrole-75ml.r.html","1","Essence de pétrole 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","80","732","Indexable",""
"https://www.rougier-ple.fr/essence-sans-odeur-75-ml.r.html","1","Essence sans odeur 75 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","81","747","Indexable",""
"https://www.rougier-ple.fr/siccatif-de-courtrai-blanc-250-ml.r.html","1","Siccatif de Courtrai blanc 250 ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","90","803","Indexable",""
"https://www.rougier-ple.fr/huile-de-lin-clarifiee-75ml.r.html","1","Huile de lin clarifiée 75ml - Lefranc Bourgeois Lefranc Bourgeois chez Rougier & Plé","84","737","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-duochrome.r.html","1","Peinture Cuir Setacolor 45 ml Effet Duochrome - Pébéo Pébéo chez Rougier & Plé","78","717","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-coffret-initiation.r.html","1","Peinture Cuir Setacolor Coffret d'initiation - Pébéo Pébéo chez Rougier & Plé","77","670","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-metal.r.html","1","Peinture Cuir Setacolor 45 ml Effet Métal - Pébéo Pébéo chez Rougier & Plé","74","663","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-phosphorescent.r.html","1","Peinture Cuir Setacolor 45 ml Effet Phosphorescent - Pébéo Pébéo chez Rougier & Plé","83","759","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-coffret-selection.r.html","1","Peinture Cuir Setacolor Coffret Sélection - Pébéo Pébéo chez Rougier & Plé","74","661","Indexable",""
"https://www.rougier-ple.fr/teinture-soie-tie-dye-3-85-ml-kit-bleu.r.html","1","Teinture Soie Tie & Dye 3 x 85 ml Kit Bleu - Artcreation Artcreation chez Rougier & Plé","87","749","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-opaque-pebeo-250ml.r.html","1","Peinture textile opaque Sétacolor 250ml - Pébéo Pébéo chez Rougier & Plé","72","656","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-paillette.r.html","1","Peinture Cuir Setacolor 45 ml Effet Paillette - Pébéo Pébéo chez Rougier & Plé","78","684","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-trsp-pebeo-45ml.r.html","1","Peinture textile transparent 45ml - Pébéo Pébéo chez Rougier & Plé","66","592","Indexable",""
"https://www.rougier-ple.fr/peinture-pour-le-cuir-25-ml.r.html","1","Peinture pour le cuir 25 ml - Rico Design Rico Design chez Rougier & Plé","72","632","Indexable",""
"https://www.rougier-ple.fr/aerosol-peinture-acrylique-textildesign-150-ml.r.html","1","Aérosol peinture acrylique TextilDesign 150 ml - Marabu Marabu chez Rougier & Plé","81","738","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-mat-satine.r.html","1","Peinture Cuir Setacolor 45 ml Mat-Satiné - Pébéo Pébéo chez Rougier & Plé","73","662","Indexable",""
"https://www.rougier-ple.fr/teinture-soie-tie-dye-3-85-ml-kit-noir.r.html","1","Teinture Soie Tie & Dye 3 x 85 ml Kit Noir - Artcreation Artcreation chez Rougier & Plé","87","748","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-en-spray-7a-100-ml.r.html","1","Peinture textile en Spray 7A 100 ml - Pébéo Pébéo chez Rougier & Plé","68","611","Indexable",""
"https://www.rougier-ple.fr/peinture-cuir-setacolor-45-ml-effet-fluorescent.r.html","1","Peinture Cuir Setacolor 45 ml Effet Fluorescent - Pébéo Pébéo chez Rougier & Plé","80","718","Indexable",""
"https://www.rougier-ple.fr/teinture-soie-tie-dye-3-85-ml-kit-rose.r.html","1","Teinture Soie Tie & Dye 3 x 85 ml Kit Rose - Artcreation Artcreation chez Rougier & Plé","87","755","Indexable",""
"https://www.rougier-ple.fr/peinture-textile-opaque-pebeo-45ml.r.html","1","Peinture textile opaque Setacolor 45ml - Pébéo Pébéo chez Rougier & Plé","71","645","Indexable",""
