"Adresse","Type de contenu","Code HTTP","Statut","Version HTTP","Indexabilité","Statut d'indexabilité","Élément de lien en version canonique 1","Meta Robots 1","Balise X-Robots 1"
"https://www.rougier-ple.fr/carnet-de-croquis-1586.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/carnet-de-croquis-1586.r.html","",""
"https://www.rougier-ple.fr/impression.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/impression.r.html","",""
"https://www.rougier-ple.fr/machine-de-decoupe.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/machine-de-decoupe.r.html","",""
"https://www.rougier-ple.fr/beaux-arts/aquarelle.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/beaux-arts/aquarelle.r.html","",""
"https://www.rougier-ple.fr/library/pictures/home_page/h2/bandeau-marques_crea.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.rougier-ple.fr/perle-bijou.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/perle-bijou.r.html","",""
"https://www.rougier-ple.fr/tranchefile-signet-1595.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/tranchefile-signet-1595.r.html","",""
"https://www.rougier-ple.fr/faber-castell.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/faber-castell.r.html","",""
"https://www.rougier-ple.fr/carte-enveloppe-bloc.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/carte-enveloppe-bloc.r.html","",""
"https://www.rougier-ple.fr/plume-pompon-paillette.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/plume-pompon-paillette.r.html","",""
"https://www.rougier-ple.fr/les-marques.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/les-marques.r.html","",""
"https://www.rougier-ple.fr/encre-de-chine-2997.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/encre-de-chine-2997.r.html","",""
"https://www.rougier-ple.fr/aerographie.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/aerographie.r.html","",""
"https://www.rougier-ple.fr/VAD/resources/js/merchandising/catalogEntry.js","text/javascript","200","OK","1.1","Indexable","","","",""
"https://www.rougier-ple.fr/sac-artiste-carton-dessin-1588.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/sac-artiste-carton-dessin-1588.r.html","",""
"https://www.rougier-ple.fr/cricut-autopress-professionnelle.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/cricut-autopress-professionnelle.r.html","",""
"https://www.rougier-ple.fr/peinture-gouache.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/peinture-gouache.r.html","",""
"https://www.rougier-ple.fr/stylo-quatre-couleurs.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/stylo-quatre-couleurs.r.html","",""
"https://www.rougier-ple.fr/reliure.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/reliure.r.html","",""
"https://www.rougier-ple.fr/VAD/resources/js/jquery/jquery-ui-1.8.14.custom.min.js","text/javascript","200","OK","1.1","Indexable","","","",""
"https://www.rougier-ple.fr/faq.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/faq.r.html","",""
"https://www.rougier-ple.fr/VAD/resources/fr_FR/img/common/logo.png","image/png","200","OK","1.1","Indexable","","","",""
"https://www.rougier-ple.fr/enfant-deco-anniversaire.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/enfant-deco-anniversaire.r.html","",""
"https://www.rougier-ple.fr/book.r.html","text/html;charset=UTF-8","200","OK","1.1","Indexable","","https://www.rougier-ple.fr/book.r.html","",""
