"Adresse","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Quasi-doublon le plus proche","Nombre de quasi-doublons","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Total des erreurs de langue","Erreurs d'orthographe","Erreurs de grammaire","Language","Hachage","Indexabilité","Statut d'indexabilité"
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-martinique/theme,28/pays,150/ville,/","1157","325","3,560","100,000","Très facile","","","","","","","","","","fr","788fdafdd9d1f48e75a17c6704596265","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-jamaique/theme,28/pays,126/ville,/","953","286","3,332","100,000","Très facile","","","","","","","","","","fr","49caad4b0100c3f42afe8f85f8ccb4a5","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-egypte/theme,28/pays,62/ville,/","1899","532","3,570","100,000","Très facile","","","","","","","","","","fr","5448bbe4ae2b370c15c85c9387d7a677","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-allemagne/theme,28/pays,5/ville,/","559","169","3,308","100,000","Très facile","","","","","","","","","","fr","8fadf20caf98147aad2c4d99b9ad86b3","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-agadir/theme,28/pays,149/ville,431/","1810","514","3,521","100,000","Très facile","","","","","","","","","","fr","fefd1b76196d4195dd8e0ec034133d34","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-santa-clara/theme,28/pays,56/ville,4882/","530","101","5,248","75,566","Assez facile","","","","","","","","","","fr","75cb7ca61ec8efdb9e67bd479b617491","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-majorque/theme,28/pays,486/ville,/","1676","456","3,675","97,153","Très facile","","","","","","","","","","fr","7ba400e8f7d9f26ddd8a675c76d1ec9c","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-indonesie/theme,28/pays,119/ville,/","1075","289","3,720","100,000","Très facile","","","","","","","","","","fr","b3eeb9183bc3d82495203749aec1158b","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-kenya/theme,28/pays,130/ville,/","1745","425","4,106","99,499","Très facile","","","","","","","","","","fr","c97b7ea2582474b1833300a49246bcc8","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-mexique/theme,28/pays,153/ville,/","1842","521","3,536","100,000","Très facile","","","","","","","","","","fr","bb00a454fe0a3192a05a99ebabb732e3","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-grande-canarie/theme,28/pays,321/ville,/","1713","459","3,732","96,075","Très facile","","","","","","","","","","fr","5179be39a3d26b0c322646720019fef1","Indexable",""
"https://www.promovacances.com/vacances/vacances-en-famille/vacances-en-famille-minorque/theme,28/pays,19/ville,1073/","1794","511","3,511","100,000","Très facile","","","","","","","","","","fr","16fdcf8f29e8b7683b62d9cc77575bf0","Indexable",""
