"Adresse","Code HTTP","Title 1"
"https://www.infopro-digital.com/app/uploads/sites/2/2026/02/cgv-infopro-digital-stories-02.2026-en.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/07/cgv-webinars-ipd-07-2025-fr.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/10/cgv-ga-pa--10-2025-fr-002-site-corp.pdf","200","CONDITIONS GENERALES DE VENTE D’ESPACE PUBLICITAIRE PRESSE, INTERNET ET REFERENCEMENT"
"https://www.infopro-digital.com/app/uploads/sites/2/2024/07/cgv-events-072024.pdf","200",""
"https://www.infopro-digital.com/careers/job-board/?_jobs=support","200","Job Board - Infopro Digital"
"https://www.infopro-digital.com/app/uploads/sites/2/2025/10/cgv-ga-pa-10-2025-eng-002.pdf","200",""
"https://www.infopro-digital.com/fr/rgpd/france/","301",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/09/cgv-cgu-batiprix-09-2025.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/03/cgv-abopresse-offrespass-03-2025.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2024/07/cgv-webinars-ipd-07-2024-en.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/08/cgv-editions-le-moniteur-20250807.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/08/cgv-moniteurjuris-20250807.pdf","200",""
"https://www.infopro-digital.com/app/uploads/sites/2/2025/08/cgv-kheox-20250807.pdf","200",""
"https://www.infopro-digital.com/terms-and-conditions/publishing-licence/","200","PUBLISHING LICENCE - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/in-house-e-learning/","200","IN-HOUSE & E-LEARNING - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/logo-licence/","200","Logo Licence - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/central-banking-institute-membership/","200","CENTRAL BANKING INSTITUTE MEMBERSHIP - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/content-and-data-licence-terms-and-conditions/","200","CONTENT AND DATA LICENCE – TERMS AND CONDITIONS - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/lead-generation/","200","LEAD GENERATION - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/research-and-marketing-services/","200","RESEARCH AND MARKETING SERVICES - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/digital-advertising/","200","Digital Advertising - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/speaker-engagement/","200","SPEAKER ENGAGEMENT - Infopro Digital"
"https://www.infopro-digital.com/terms-and-conditions/sponsored-content-services/","200","SPONSORED CONTENT SERVICES - Infopro Digital"
