"Adresse","Type de contenu","Code HTTP","Statut","Version HTTP","Indexabilité","Statut d'indexabilité","Élément de lien en version canonique 1","Meta Robots 1","Balise X-Robots 1"
"https://www.infopro-digital.com/fr/protection-des-donnees/de/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.infopro-digital.com/fr/protection-des-donnees/de/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/app/plugins/gravityforms/assets/js/dist/scripts-theme.min.js?ver=3cbfdf4a30","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/careers/","text/html; charset=utf-8","200","OK","1.1","Indexable","","https://www.infopro-digital.com/careers/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/fr/protection-des-donnees/politica-privind-datele-cu-caracter-personal/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.infopro-digital.com/fr/protection-des-donnees/politica-privind-datele-cu-caracter-personal/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/app/plugins/gravityforms/js/gravityforms.min.js?ver=3473fc8dcf","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/09/visuel-video-wtj-roman/1983404510.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/fr/protection-des-donnees/it/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.infopro-digital.com/fr/protection-des-donnees/it/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=marketing","text/html; charset=UTF-8","200","OK","1.1","Non indexable","Canonisé","https://www.infopro-digital.com/fr/carrieres/job-board/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/09/visuel-video-wtj-andrea/3547423203.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/plugins/gravityforms/js/jquery.json.min.js?ver=468c81903e","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/plugins/gravityforms/assets/js/dist/vendor-theme.min.js?ver=205a477a41","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/plugins/friendly-captcha/public/vendor/v1/widget.polyfilled.min.js?ver=1effc142ff","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/plugins/friendly-captcha/public/vendor/v1/widget.module.min.js?ver=63015305d6","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/09/04-1/905482718.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/fr/carrieres/job-board/?_jobs=commerce","text/html; charset=UTF-8","200","OK","1.1","Non indexable","Canonisé","https://www.infopro-digital.com/fr/carrieres/job-board/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/wp/wp-includes/js/dist/dom-ready.min.js?ver=8cbc7dfa9d","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/08/planete/966930925.png","image/png","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/2022/08/label-capital.png","image/png","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/09/visuel-video-wtj-julien/4120845892.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2022/09/visuel-video-wtj-margaux/1980795713.jpg","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/app/plugins/gravityforms/assets/js/dist/utils.min.js?ver=5d137146af","application/javascript","200","OK","1.1","Indexable","","","",""
"https://www.infopro-digital.com/fr/actualites/infopro-digital-acteur-majeur-du-paysage-technologique-francais/","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.infopro-digital.com/fr/actualites/infopro-digital-acteur-majeur-du-paysage-technologique-francais/","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.infopro-digital.com/app/uploads/sites/2/2022/08/ey-1024x1024.png","image/png","200","OK","1.1","Indexable","","","",""
